 ,CASE NUMBER,DATE RECEIVED,ACCOUNT NAME,ACCOUNT DBA NAME,NAICS CODE,CASE STATUS,CLAIM AMOUNT,AMOUNT ASSESSED,PAYMENTS RECEIVED
,2016-0229,2016-06-29,IMPERIAL MARKETING CONCEPTS                                 ,IMPERIAL MARKETING CONCEPTS                                 ,,CLOSED,1974.6,0,424.33
,2016-0230,2016-06-29,TOM FUOCO JR ASPHALT - CONST                                ,TOM FUOCO JR ASPHALT - CONST                                ,,CLOSED,1116,0,1079.5
,2016-0233,2016-06-29,STATE OF RHODE ISLAND CONTRACTOR'S REGISTRATION BOARD       ,STATE OF RHODE ISLAND CONTRACTOR'S REGISTRATION BOARD       ,,CLOSED,8041.9,0,0
,2016-0236,2016-07-05,PERFORMANCE PHYSICAL THERAPY                                ,PERFORMANCE PHYSICAL THERAPY                                ,,CLOSED,3721.75,0,0
,2016-0237,2016-07-05,SCALES & SHELLS                                             ,SCALES & SHELLS                                             ,,CLOSED,630,0,630
,2016-0238,2016-07-06,BAYBERRY INN                                                ,BAYBERRY INN                                                ,,CLOSED,625,0,500
,2016-0239,2016-07-06,BAYBERRY INN                                                ,BAYBERRY INN                                                ,,CLOSED,625,0,500
,2016-0241,2016-07-06,OCEAN STATE HOUSE CLEANING                                  ,OCEAN STATE HOUSE CLEANING                                  ,,CLOSED,66.55,0,66.67
,2016-0242,2016-07-06,PROSPECT STAFFING INC                                       ,PROSPECT STAFFING INC                                       ,,CLOSED,314.12,0,339.12
,2016-0243,2016-07-06,ZOE'S PIZZA & SEAFOOD                                       ,ZOE'S PIZZA & SEAFOOD                                       ,,CLOSED,129.6,0,96
,2016-0246,2016-07-07,"BEST TRANSIT OF RHODE ISLAND, INC.                          ","BEST TRANSIT OF RHODE ISLAND, INC.                          ",,CLOSED,73.89,0,73.89
,2016-0247,2016-07-08,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,1200,0,400
,2016-0248,2016-07-08,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,250,0,384
,2016-0249,2016-07-08,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,880,0,440
,2016-0250,2016-07-08,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,800,0,400
,2016-0251,2016-07-08,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,650,0,620
,2016-0252,2016-07-08,STANDARD PARKING CORPORATION                                ,STANDARD PARKING CORPORATION                                ,,CLOSED,6511.05,0,8140.87
,2016-0253,2016-07-08,SUNGLASS HUT                                                ,SUNGLASS HUT                                                ,,CLOSED,163.54,0,135.24
,2016-0254,2016-07-11,"KREATELIER, LLC                                             ","KREATELIER, LLC                                             ",,CLOSED,24364.21,0,0
,2016-0291,2016-07-11,ROGER WILLIAMS UNIVERSITY                                   ,ROGER WILLIAMS UNIVERSITY                                   ,,CLOSED,4702.5,0,0
,2016-0255,2016-07-12,"IMPERIAL MARKETING CONCEPTS, INC.                           ","IMPERIAL MARKETING CONCEPTS, INC.                           ",,CLOSED,1264.14,0,0
,2016-0256,2016-07-12,DENNY'S                                                     ,DENNY'S                                                     ,,CLOSED,336,0,336
,2016-0259,2016-07-18,"ARTISTIC BUILDERS, INC.                                     ","ARTISTIC BUILDERS, INC.                                     ",,CLOSED,360,0,0
,2016-0260,2016-07-18,"NIAGARA POOL FILLING CO., INC.                              ","NIAGARA POOL FILLING CO., INC.                              ",,CLOSED,700,0,708.9
,2016-0293,2016-07-18,TOWN OF RICHMOND                                            ,TOWN OF RICHMOND                                            ,,CLOSED,7000,263.92,229.5
,2016-0343,2016-07-18,BARRY AUTO GROUP INC.                                       ,BARRY AUTO GROUP INC.                                       ,,CLOSED,3600,500,500
,2016-0348,2016-07-18,EVERGREEN HOUSE                                             ,EVERGREEN HOUSE                                             ,,CLOSED,216,0,216
,2016-0261,2016-07-20,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,1300.58,0,850
,2016-0262,2016-07-20,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,880,0,440
,2016-0263,2016-07-20,KERISSA CREATIONS                                           ,KERISSA CREATIONS                                           ,,CLOSED,1190.83,0,961.65
,2016-0264,2016-07-21,BASTA                                                       ,BASTA                                                       ,,CLOSED,64.15,0,64.15
,2016-0265,2016-07-21,PARKSIDE ROTISSERIE AND BAR                                 ,PARKSIDE ROTISSERIE AND BAR                                 ,,CLOSED,96,0,96
,2016-0267,2016-07-22,PROSPECT STAFFING INC                                       ,PROSPECT STAFFING INC                                       ,,CLOSED,335.59,0,335.59
,2016-0268,2016-07-25,SPINE TECH                                                  ,SPINE TECH                                                  ,,CLOSED,2686,0,0
,2016-0269,2016-07-28,ARTEE FABRIC                                                ,ARTEE FABRIC                                                ,,CLOSED,80,1592,1580
,2016-0302,2016-07-28,LINX LTD                                                    ,LINX LTD                                                    ,,CLOSED,28036.46,0,0
,2016-0314,2016-07-29,DRESSER MARINE                                              ,DRESSER MARINE                                              ,,CLOSED,3461.53,0,0
,2016-0271,2016-08-01,NIELSEN                                                     ,NIELSEN                                                     ,,CLOSED,617.31,0,0
,2016-0272,2016-08-01,"ALL THE ANSWERS, INC.                                       ","ALL THE ANSWERS, INC.                                       ",,CLOSED,1102,0,543.75
,2016-0273,2016-08-02,NATIONAL CHAIN GROUP                                        ,NATIONAL CHAIN GROUP                                        ,,CLOSED,90,0,90
,2016-0294,2016-08-02,SUBWAY                                                      ,SUBWAY                                                      ,,CLOSED,3194.8,0,0
,2016-0277,2016-08-05,"NORTHEAST TEMPERATURE CONTROL, INC.                         ","NORTHEAST TEMPERATURE CONTROL, INC.                         ",,CLOSED,620,0,620
,2016-0371,2016-08-05,SYNRGY HEALTH AND FITNESS LLC                               ,SYNRGY HEALTH AND FITNESS LLC                               ,,CLOSED,1000,160,160
,2016-0372,2016-08-05,SYNRGY HEALTH AND FITNESS LLC                               ,SYNRGY HEALTH AND FITNESS LLC                               ,,CLOSED,1500,1649.91,1649.91
,2016-0278,2016-08-09,CRAYONS EARLY CARE & EDUCATIONAL CENTER INC                 ,CRAYONS EARLY CARE & EDUCATIONAL CENTER INC                 ,,CLOSED,3200,0,2240.08
,2016-0296,2016-08-10,UNITED METHODIST ELDER CARE                                 ,UNITED METHODIST ELDER CARE                                 ,,CLOSED,3388.18,0,843.75
,2016-0281,2016-08-12,ADELE TURNER INN LTD                                        ,ADELE TURNER INN LTD                                        ,,CLOSED,530,530,530
,2016-0283,2016-08-15,GREENWICH MEDICAL ASSOCIATES INC                            ,GREENWICH MEDICAL ASSOCIATES INC                            ,,CLOSED,1820,0,1820
,2016-0285,2016-08-15,SANDELSWOOD LLC                                             ,SANDELSWOOD LLC                                             ,,CLOSED,1161.5,365.2,0
,2016-0310,2016-08-17,DMG                                                         ,DMG                                                         ,,CLOSED,960,0,0
,2016-0286,2016-08-19,ELEGANT PUBLISHING                                          ,ELEGANT PUBLISHING                                          ,,CLOSED,720,0,720
,2016-0287,2016-08-19,"PROSPECT STAFFING, INC.                                     ","PROSPECT STAFFING, INC.                                     ",,CLOSED,860.77,989.88,0
,2016-0297,2016-08-22,BEACH WINE AND LIQUORS                                      ,BEACH WINE AND LIQUORS                                      ,,CLOSED,724.9,0,0
,2016-0299,2016-08-24,LA FITNESS                                                  ,LA FITNESS                                                  ,,CLOSED,1201.85,1279.55,1112.65
,2016-0298,2016-08-26,"CARLEY CONSTRUCTION CO., INC.                               ","CARLEY CONSTRUCTION CO., INC.                               ",,CLOSED,1200,0,0
,2016-0301,2016-08-29,NORTH PROVIDENCE PRIMARY CARE                               ,NORTH PROVIDENCE PRIMARY CARE                               ,,CLOSED,575,0,586.5
,2016-0307,2016-08-29,OCEAN HOUSE                                                 ,OCEAN HOUSE                                                 ,,CLOSED,320,0,364.05
,2016-0304,2016-08-30,"SHORELINE LAWN SPRINKLERS, INC.                             ","SHORELINE LAWN SPRINKLERS, INC.                             ",,CLOSED,250,0,83.25
,2016-0305,2016-09-01,JUMP 4 JOY INFLATABLES                                      ,JUMP 4 JOY INFLATABLES                                      ,,CLOSED,890,890.75,890
,2016-0306,2016-09-01,SHANGHAI RESTAURANT INC                                     ,SHANGHAI RESTAURANT INC                                     ,,CLOSED,182.4,0,304.5
,2016-0308,2016-09-02,SP + CORPORATION (STANDARD PARKING CORPORATION)             ,SP + CORPORATION (STANDARD PARKING CORPORATION)             ,,CLOSED,11250,0,10160.31
,2016-0311,2016-09-06,"OLDPORT HOMES, INC.                                         ","OLDPORT HOMES, INC.                                         ",,CLOSED,1100,0,0
,2016-0316,2016-09-09,"C.J.D., INC. DBA RICK'S TIRE & AUTO SALES                   ","C.J.D., INC. DBA RICK'S TIRE & AUTO SALES                   ",,CLOSED,21547.5,0,10500
,2016-0318,2016-09-14,REGAN HEATING & AIR CONDITIONING INC                        ,REGAN HEATING & AIR CONDITIONING INC                        ,,CLOSED,2140,0,0
,2016-0319,2016-09-16,C.C. BUSINESS CORP                                          ,C.C. BUSINESS CORP                                          ,,CLOSED,243.6,0,230.4
,2016-0320,2016-09-16,CONSTRUCTION PROFORMANCE INC                                ,CONSTRUCTION PROFORMANCE INC                                ,,CLOSED,162,0,0
,2016-0337,2016-09-26,EVENT RESOURCE GROUP LLC                                    ,EVENT RESOURCE GROUP LLC                                    ,,CLOSED,161,0,161
,2016-0323,2016-09-27,MJ MARAIA CONSTRUCTION                                      ,MJ MARAIA CONSTRUCTION                                      ,,CLOSED,2122.5,0,0
,2016-0324,2016-09-27,MJ MARAIA CONSTRUCTION                                      ,MJ MARAIA CONSTRUCTION                                      ,,CLOSED,2160,6480,0
,2016-0334,2016-09-27,"WELLSPRING MED SPA, LLC                                     ","WELLSPRING MED SPA, LLC                                     ",,CLOSED,290,0,290
,2016-0326,2016-09-28,ALVES LANDSCAPING                                           ,ALVES LANDSCAPING                                           ,,CLOSED,2740,1725,0
,2016-0335,2016-09-29,DIVE ON IT SCUBA SUPPLY                                     ,DIVE ON IT SCUBA SUPPLY                                     ,,CLOSED,810.4,0,0
,2016-0331,2016-09-30,NORTH PROVIDENCE PRIMARY CARE                               ,NORTH PROVIDENCE PRIMARY CARE                               ,,CLOSED,666,144,0
,2016-0351,2016-10-03,CONSUMERS INTERSTATE CORPORATION                            ,CONSUMERS INTERSTATE CORPORATION                            ,,CLOSED,2250,0,0
,2016-0353,2016-10-03,SASSIE STYLES LLC                                           ,SASSIE STYLES LLC                                           ,,CLOSED,315,0,0
,2016-0344,2016-10-04,POST ROAD SERVICE CENTER LLC                                ,POST ROAD SERVICE CENTER LLC                                ,,CLOSED,9385.38,9116.6,0
,2016-0332,2016-10-05,SAM'S FUEL & AUTO                                           ,SAM'S FUEL & AUTO                                           ,,CLOSED,30,30,0
,2016-0423,2016-10-05,"AUMNI GROUP, DMG, IMPERIAL MARKETING, AMM                   ","AUMNI GROUP, DMG, IMPERIAL MARKETING, AMM                   ",,CLOSED,763.5,0,0
